mp-ids;Icohp_mean_avg;Icohp_mean_max;Icohp_mean_min;Icohp_mean_std;Icohp_sum_avg;Icohp_sum_max;Icohp_sum_min;Icohp_sum_std;bonding_perc_avg;bonding_perc_max;bonding_perc_min;bonding_perc_std;antibonding_perc_avg;antibonding_perc_min;antibonding_perc_max;antibonding_perc_std;Made_Loe;Made_Mull
mp-961648;-0.72;-0.28;-1.57;0.601165535;-3.07;-1.22;-6.29;2.285300855;0.815316667;0.86266;0.76278;0.040940865;0.184683333;0.13734;0.23722;0.040940865;-25.23;-27.71
mp-3167;-2.7775;-1.01;-4.54;1.762503546;-7.195;-2.04;-18.15;6.393866201;0.863465;0.98294;0.74224;0.119471482;0.136535;0.01706;0.25776;0.119471482;-12.55;-12.7
mp-2979;-3.86;-1.29;-6.46;2.570087547;-11.565;-2.58;-25.61;8.957964333;0.8817825;0.99692;0.75764;0.115116952;0.1182175;0.00308;0.24236;0.115116952;-143.29;-172.49
mp-10322;-2.0775;-0.62;-3.8;1.460520027;-8.79;-0.62;-18.99;7.544199759;0.898045;0.99947;0.78458;0.08625594;0.101955;0.00053;0.21542;0.08625594;-58.48;-68.48
mp-567636;-1.323333333;-1.07;-1.59;0.212498366;-6;-5.23;-6.41;0.544854721;0.93073;0.97615;0.84267;0.062278165;0.06927;0.02385;0.15733;0.062278165;-1.62;-2.55
mp-9872;-6.3;-6.3;-6.3;0;-9.45;-6.3;-12.6;3.15;0.999605;1;0.99921;0.000395;0.000395;0;0.00079;0.000395;-12.14;-13.99
mp-6973;-0.375714286;-0.24;-0.55;0.150983172;-1.884285714;-0.97;-4.37;1.123907179;0.898768571;0.94672;0.84566;0.038292738;0.101231429;0.05328;0.15434;0.038292738;-20.6;-21.88
mp-19765;-2.2475;-0.94;-3.57;1.30754302;-6.5175;-0.94;-14.29;4.985992253;0.882055;0.99722;0.76545;0.115154597;0.117945;0.00278;0.23455;0.115154597;-2.97;-4.07
mp-989561;-2.525;-0.46;-4.59;2.065;-8.845;-0.46;-27.56;10.90378489;0.9258275;0.94165;0.91045;0.015253197;0.0741725;0.05835;0.08955;0.015253197;-21.29;-33.74
mp-2133;-1.32;-1.32;-1.32;0;-5.28;-5.28;-5.28;0;0.71862;0.71931;0.71793;0.00069;0.28138;0.28069;0.28207;0.00069;-45.66;-48.8
mp-754326;-1.08;-0.24;-2.05;0.799049435;-3.52;-0.48;-8.22;2.66364412;0.819302;0.99383;0.53081;0.170864559;0.180698;0.00617;0.46919;0.170864559;-19.19;-20.91
mp-972937;-3.137777778;-0.56;-5.42;1.823036403;-8.032222222;-2.44;-14.89;4.671209165;0.940505556;1;0.83164;0.067297384;0.059494444;0;0.16836;0.067297384;-45.15;-70.55
mp-3924;-1.726;-0.72;-3.12;1.140554251;-8.042;-2.21;-18.75;5.835650435;0.946604;1;0.88027;0.046024282;0.053396;0;0.11973;0.046024282;-27.45;-37.45
mp-5621;-2.116666667;-0.52;-4.55;1.748377025;-5.966666667;-1.03;-18.19;5.617261096;0.821573333;0.98001;0.72809;0.112293114;0.178426667;0.01999;0.27191;0.112293114;-10.62;-14.19
mp-559695;-0.961428571;-0.31;-2.33;0.868782869;-3.855714286;-0.36;-14.01;4.273255223;0.849371429;0.94286;0.71862;0.092364473;0.150628571;0.05714;0.28138;0.092364473;-35.19;-39.1
mp-7939;-1.308;-0.44;-2.56;1.022416745;-6.026;-1.48;-15.39;5.139796105;0.96036;1;0.90149;0.03605162;0.03964;0;0.09851;0.03605162;-4.9;-10.85
mp-643370;-0.272857143;-0.1;-0.49;0.177580106;-1.461428571;-0.31;-3.61;1.229267245;0.839938571;0.94643;0.75902;0.06943291;0.160061429;0.05357;0.24098;0.06943291;-47.12;-49.7
mp-7090;-0.5425;-0.35;-0.74;0.192532465;-2.355;-1.77;-2.94;0.585;0.987435;0.99441;0.98046;0.006975;0.012565;0.00559;0.01954;0.006975;-34.92;-37.41
mp-543024;-0.956666667;-0.26;-1.94;0.712382544;-2.041111111;-0.34;-7.71;2.090127292;0.770848889;0.91111;0.56696;0.109279168;0.229151111;0.08889;0.43304;0.109279168;-5.97;-8.48
mp-27243;-1.134;-0.35;-2.31;0.960199979;-3.218;-0.35;-9.24;3.124185654;0.81554;0.96622;0.57407;0.145235577;0.18446;0.03378;0.42593;0.145235577;-6.32;-8.95
mp-7639;-0.855;-0.2;-1.87;0.71795427;-2.26;-0.39;-3.73;1.396137529;0.788898333;0.96532;0.6068;0.144960847;0.211101667;0.03468;0.3932;0.144960847;-18.12;-18.11
mp-27300;-0.802;-0.28;-2.22;0.745020805;-2.26;-0.32;-5.35;1.746871489;0.788196;0.97338;0.57692;0.14717654;0.211804;0.02662;0.42308;0.14717654;-10.2;-12.74
mp-8361;-1.855;-0.92;-2.79;0.935;-3.685;-2.79;-4.58;0.895;0.806165;0.84862;0.76371;0.042455;0.193835;0.15138;0.23629;0.042455;-12.18;-15.54
mp-15349;-4.2225;-0.94;-8.03;3.303425306;-10.405;-2.83;-27.93;10.33836907;0.9970875;1;0.9933;0.002977494;0.0029125;0;0.0067;0.002977494;-69.81;-87.74
mp-841;-2.566666667;-0.72;-6.25;2.604513177;-5.003333333;-4.35;-6.25;0.881866707;0.920106667;1;0.76258;0.111391995;0.079893333;0;0.23742;0.111391995;-20.29;-20.93
mp-8452;-0.55;-0.11;-0.86;0.283548938;-2.38;-0.43;-3.43;1.09715997;0.928334;1;0.64458;0.141881476;0.071666;0;0.35542;0.141881476;-17.6;-19.4
mp-14036;-1.12;-0.46;-2.43;0.92631888;-4.3;-0.47;-14.57;4.695962805;0.848216667;0.93023;0.80263;0.058058971;0.151783333;0.06977;0.19737;0.058058971;-31.14;-35.18
mp-989639;-1.335714286;-0.38;-3.64;1.45444007;-5.144285714;-0.38;-21.82;6.885234423;0.891777143;0.96392;0.77099;0.078421357;0.108222857;0.03608;0.22901;0.078421357;-30.01;-37.98
mp-29585;-0.79;-0.33;-1.64;0.601331855;-1.685;-0.36;-3.28;0.996422768;0.85015;0.97153;0.67647;0.090118668;0.14985;0.02847;0.32353;0.090118668;-24.71;-25.04
mp-505634;-0.96;-0.3;-2.81;1.069415728;-1.6175;-0.61;-2.81;0.902866961;0.8751;0.89668;0.84691;0.021306589;0.1249;0.10332;0.15309;0.021306589;-11.33;-14.66
mp-6949;-3.785;-3.78;-3.79;0.005;-15.145;-7.57;-22.72;7.575;0.94034;0.94111;0.93957;0.00077;0.05966;0.05889;0.06043;0.00077;-28.29;-45.13
mp-10919;-6.676666667;-3.56;-12.91;4.407632269;-7.86;-3.56;-12.91;3.853786017;0.870833333;0.93174;0.84038;0.043067517;0.129166667;0.06826;0.15962;0.043067517;-4.5;-5.42
mp-1009540;-4.86;-4.86;-4.86;0;-19.44;-19.44;-19.44;0;0.95634;0.95634;0.95634;0;0.04366;0.04366;0.04366;0;-7.58;-10.16
mp-1009082;-2.39;-1.01;-3.77;1.38;-7.1725;-2.02;-15.09;4.979524952;0.988545;0.99605;0.98104;0.007505;0.011455;0.00395;0.01896;0.007505;-27.52;-32.38
mp-20027;-1.815;-0.45;-2.3;0.788939161;-7.0525;-0.9;-13.78;4.563690256;0.896495;0.9492;0.7619;0.078129704;0.103505;0.0508;0.2381;0.078129704;-1.08;-1.72
mp-1002164;-5.89;-5.89;-5.89;0;-23.57;-23.57;-23.57;0;1;1;1;0;0;0;0;0;-9.62;-12.86
mp-16264;-0.381666667;-0.15;-0.63;0.1941148;-1.725;-0.44;-2.5;0.914580961;0.913805;0.99216;0.82609;0.066978552;0.086195;0.00784;0.17391;0.066978552;-83.4;-86.56
mp-9839;-2.83;-0.67;-4.99;2.16;-9.9125;-0.67;-29.96;11.68504252;0.9887625;0.99276;0.98507;0.00367971;0.0112375;0.00724;0.01493;0.00367971;-32.43;-46
mp-989547;-2.145;-0.63;-3.66;1.515;-7.515;-0.63;-21.99;8.451924337;0.9470775;0.98485;0.91403;0.032885651;0.0529225;0.01515;0.08597;0.032885651;-12.35;-20.09
mp-2074;-0.396666667;-0.1;-0.62;0.218530445;-3.126666667;-0.4;-6.51;2.537246977;0.963803333;0.99598;0.9;0.045116328;0.036196667;0.00402;0.1;0.045116328;-11.44;-12.49
mp-551243;-1.165714286;-0.35;-2.99;1.156791834;-3.527142857;-0.7;-11.96;3.808350653;0.813757143;0.91492;0.67327;0.094944976;0.186242857;0.08508;0.32673;0.094944976;-61.5;-70.66
mp-7188;-1.18;-0.29;-1.55;0.521632054;-9.1125;-1.16;-15.52;5.350772725;0.877275;1;0.70881;0.105460995;0.122725;0;0.29119;0.105460995;-1.61;-1.94
mp-29754;-0.54625;-0.18;-1.19;0.39563043;-1.7;-0.35;-2.37;0.760115123;0.80117375;0.98347;0.64375;0.118561155;0.19882625;0.01653;0.35625;0.118561155;-47.19;-40.76
mp-463;-0.363333333;-0.29;-0.4;0.051854497;-2.76;-2.38;-3.52;0.537401154;0.87845;0.88926;0.85683;0.015287649;0.12155;0.11074;0.14317;0.015287649;-6.19;-6.14
mp-569571;-1.741666667;-1.01;-2.19;0.49387639;-5.983333333;-1.1;-12.02;3.425700253;0.929866667;0.99102;0.80205;0.070015798;0.070133333;0.00898;0.19795;0.070015798;-0.81;-0.46
mp-28599;-0.5175;-0.31;-0.71;0.179077497;-2.535;-1.26;-4.09;1.223121008;0.880755;0.97701;0.73113;0.100679825;0.119245;0.02299;0.26887;0.100679825;-21.05;-24.8
mp-8446;-0.82;-0.31;-1.8;0.6932532;-2.365;-0.65;-3.61;1.110971797;0.82923;0.992;0.62376;0.128109404;0.17077;0.008;0.37624;0.128109404;-20.88;-19.4
mp-752676;-4.023333333;-2.17;-5.19;1.325074421;-14.40333333;-9.43;-20.76;4.727750228;0.94557;1;0.90068;0.041104536;0.05443;0;0.09932;0.041104536;-93.08;-118.45
mp-27869;-0.362;-0.19;-0.45;0.09495262;-1.922;-1.09;-2.71;0.606181491;0.766598;0.80571;0.71384;0.043292409;0.233402;0.19429;0.28616;0.043292409;-38.95;-40.25
mp-8161;-1.4;-0.57;-2.23;0.83;-4.2175;-1.14;-8.92;2.986054043;0.833185;0.9021;0.76429;0.06830268;0.166815;0.0979;0.23571;0.06830268;-55.38;-64.42
mp-31002;-0.6625;-0.36;-1.55;0.512463413;-1.6125;-0.36;-4.64;1.771148991;0.8569875;0.95041;0.7377;0.081179351;0.1430125;0.04959;0.2623;0.081179351;-3.68;-5.81
mp-570097;-0.3375;-0.1;-0.67;0.200296655;-1.65375;-0.17;-4.71;1.438913978;0.85435125;1;0.68254;0.112511391;0.14564875;0;0.31746;0.112511391;-33.83;-29.91
mp-3359;-1.575;-0.42;-3.84;1.560467345;-6.483333333;-0.47;-23.06;7.719230676;0.817756667;0.93664;0.68852;0.08494578;0.182243333;0.06336;0.31148;0.08494578;-61.52;-67.93
mp-2251;-0.663333333;-0.16;-0.97;0.358732336;-3.6;-0.49;-7.72;3.036807534;0.9;1;0.7;0.141421356;0.1;0;0.3;0.141421356;-15.92;-12.45
mp-35777;-2.215;-0.92;-3.51;1.295;-6.41;-0.92;-14.03;4.901127421;0.986565;0.99156;0.97895;0.005320594;0.013435;0.00844;0.02105;0.005320594;-6.17;-9.12
mp-8724;-6.13;-6.13;-6.13;0;-12.255;-6.13;-18.38;6.125;0.916685;0.91689;0.91648;0.000205;0.083315;0.08311;0.08352;0.000205;-76.04;-81.53
mp-553310;-1.001666667;-0.23;-2.16;0.853491196;-3.196666667;-0.69;-8.65;2.830003926;0.746446667;0.8577;0.59309;0.078001565;0.253553333;0.1423;0.40691;0.078001565;-46.55;-49.71
mp-24423;-0.272;-0.14;-0.37;0.087954534;-1.49;-0.96;-2.22;0.597929762;0.855468;0.88696;0.77228;0.042679823;0.144532;0.11304;0.22772;0.042679823;-30.66;-35.76
mp-8621;-0.896666667;-0.3;-2.06;0.82265154;-2.996666667;-0.97;-8.25;2.574125526;0.829293333;0.97382;0.66791;0.109257299;0.170706667;0.02618;0.33209;0.109257299;-6.57;-7.53
mp-29521;-2.423333333;-0.76;-3.26;1.176161365;-7.526666667;-3.05;-13.02;4.13323387;0.893273333;0.92138;0.83766;0.039325328;0.106726667;0.07862;0.16234;0.039325328;-38.25;-41.98
mp-23268;-0.49;-0.49;-0.49;0;-2.95;-2.95;-2.95;0;0.99329;0.99329;0.99329;0;0.00671;0.00671;0.00671;0;-2.89;-4.63
mp-7922;-1.715;-0.73;-2.7;0.985;-6.0025;-0.73;-16.22;6.037401656;0.8263725;0.86139;0.79215;0.034197483;0.1736275;0.13861;0.20785;0.034197483;-36.82;-43.13
mp-550751;-4.69;-1.31;-7.26;2.488915426;-12.40833333;-5.22;-29.06;9.597462193;0.92819;0.99931;0.80437;0.087753633;0.07181;0.00069;0.19563;0.087753633;-47.3;-68.39
mp-35220;-8.0125;-7.64;-8.85;0.496858883;-16.6325;-7.64;-35.41;11.34628436;0.98588;1;0.96154;0.014526133;0.01412;0;0.03846;0.014526133;-81.65;-108.63
mp-28423;-4.42;-4.01;-4.83;0.41;-9.6375;-4.83;-12.03;2.939416396;0.9915025;0.99794;0.98467;0.006443556;0.0084975;0.00206;0.01533;0.006443556;-0.03;-0.89
mp-28650;-1.275;-0.47;-3.28;1.169626009;-2.0575;-0.47;-3.54;1.365766726;0.7221825;0.91408;0.61458;0.121120077;0.2778175;0.08592;0.38542;0.121120077;-4.42;-5.12
mp-568018;-0.99;-0.31;-2.86;1.081873375;-2.5375;-0.31;-8.57;3.492959884;0.83921;0.95996;0.78;0.073480677;0.16079;0.04004;0.22;0.073480677;-3.85;-4.99
mp-753946;-1.054;-0.23;-1.85;0.669495332;-4.804;-1.39;-11.09;3.471331733;0.873186;0.99259;0.65468;0.123160297;0.126814;0.00741;0.34532;0.123160297;-5.98;-8.57
mp-7622;-11.43;-10.76;-12.1;0.67;-27.575;-12.1;-43.05;15.475;0.970125;0.9993;0.94095;0.029175;0.029875;0.0007;0.05905;0.029175;-119.88;-135.37
mp-7446;-3.05;-0.77;-5.33;2.28;-5.715;-0.77;-10.66;4.945;0.856235;0.87255;0.83992;0.016315;0.143765;0.12745;0.16008;0.016315;-13.57;-16.13
mp-9720;-5.47;-0.89;-7.76;3.238549058;-8.353333333;-1.77;-15.53;5.633142009;0.936563333;1;0.80969;0.089712994;0.063436667;0;0.19031;0.089712994;-15.28;-17.74
mp-864954;-1.876;-0.69;-3.44;1.275454429;-8.644;-2.72;-20.61;6.499811074;0.941988;1;0.84192;0.058117994;0.058012;0;0.15808;0.058117994;-60.37;-72.25
mp-1009087;-4.64;-4.61;-4.67;0.03;-13.915;-9.22;-18.67;4.640875456;1;1;1;0;0;0;0;0;-3.38;-0.74
mp-6867;-12.72;-12.72;-12.72;0;-25.44;-12.72;-38.16;12.72;0.99011;0.99024;0.98998;0.00013;0.00989;0.00976;0.01002;0.00013;-33.6;-40.31
mp-830;-5.05;-5.05;-5.05;0;-20.22;-20.22;-20.22;0;0.99951;0.99951;0.99951;0;0.00049;0.00049;0.00049;0;-7.11;-10.88
mp-22934;-1.234;-0.35;-2.55;1.074515705;-3.484;-0.35;-10.22;3.483214607;0.827594;0.96066;0.64706;0.119685962;0.172406;0.03934;0.35294;0.119685962;-7.99;-10.59
mp-5518;-2.725;-1.01;-4.44;1.715;-8.1725;-2.02;-17.75;6.063482395;0.841535;0.99221;0.69054;0.15067517;0.158465;0.00779;0.30946;0.15067517;-3.21;-7.78
mp-8615;-6.815;-3.54;-10.1;3.275007634;-21.4775;-7.08;-40.39;13.62206367;0.99547;1;0.98609;0.005681738;0.00453;0;0.01391;0.005681738;-46.29;-84.21
mp-13610;-2.53;-1.03;-4.03;1.5;-8.8475;-1.03;-24.17;9.03221007;0.8170025;0.94471;0.68857;0.127698558;0.1829975;0.05529;0.31143;0.127698558;-38.6;-49.64
mp-11520;-1.256666667;-0.9;-1.62;0.293976567;-6.113333333;-3.61;-9.73;2.619571636;0.90686;0.99196;0.76324;0.102132765;0.09314;0.00804;0.23676;0.102132765;-1.35;-2.3
mp-5479;-3.416666667;-0.99;-4.82;1.722910973;-13.91666667;-3.97;-28.9;10.78277124;0.93847;0.99245;0.87189;0.050018319;0.06153;0.00755;0.12811;0.050018319;-20.94;-34.87
mp-997041;-1.156;-0.28;-2.22;0.873535346;-3.784;-0.85;-8.89;2.841018127;0.814172;0.99688;0.55307;0.166698739;0.185828;0.00312;0.44693;0.166698739;-46;-50.86
mp-510268;-0.91;-0.24;-1.9;0.73006849;-3.093333333;-0.47;-7.59;2.648802665;0.799031667;0.91379;0.61483;0.099062765;0.200968333;0.08621;0.38517;0.099062765;-6.9;-10.05
mp-7906;-2.9625;-1.01;-4.92;1.952503201;-8.635;-1.01;-19.68;7.117360817;0.85843;1;0.7161;0.14157102;0.14157;0;0.2839;0.14157102;-10.25;-18.31
mp-2920;-1.61;-0.73;-3.27;1.064626024;-8.935714286;-4.4;-19.63;5.343511037;0.93284;0.99545;0.78225;0.072819978;0.06716;0.00455;0.21775;0.072819978;-46.88;-70.32
mp-6930;-7.97;-7.97;-7.97;0;-23.925;-15.95;-31.9;7.975;1;1;1;0;0;0;0;0;-99.06;-163.51
mp-28302;-0.831666667;-0.33;-1.76;0.656694162;-1.956666667;-0.39;-3.51;0.968119598;0.856451667;0.96491;0.66667;0.094856275;0.143548333;0.03509;0.33333;0.094856275;-26.34;-26.22
mp-9295;-1.69;-0.43;-3.43;1.270905189;-4.851666667;-0.87;-13.73;4.148535552;0.817833333;0.95856;0.72931;0.099734;0.182166667;0.04144;0.27069;0.099734;-5.42;-6.18
mp-552537;-0.975714286;-0.23;-2.25;0.815245049;-2.085714286;-0.23;-4.49;1.209803492;0.723054286;0.85366;0.50331;0.109498569;0.276945714;0.14634;0.49669;0.109498569;-46.74;-49.92
mp-27549;-0.588333333;-0.19;-1.24;0.462652377;-1.711666667;-0.37;-2.5;0.820211694;0.836725;0.91582;0.6729;0.084157076;0.163275;0.08418;0.3271;0.084157076;-15.27;-16.64
mp-34293;-4.44;-1.31;-6.01;2.21324799;-13.75333333;-5.22;-24.03;7.777464597;0.93508;0.99177;0.82252;0.079592643;0.06492;0.00823;0.17748;0.079592643;-43.13;-56.33
mp-3771;-2.205;-0.93;-3.48;1.275;-8.825;-1.86;-20.89;7.211430163;0.99733;1;0.99465;0.002670009;0.00267;0;0.00535;0.002670009;-85.29;-103.41
mp-5618;-5.836666667;-1.08;-8.22;3.363473733;-14.41;-2.16;-32.85;13.27167661;0.981173333;1;0.96154;0.015711587;0.018826667;0;0.03846;0.015711587;-118.83;-143.54
mp-9437;-1.483333333;-1.36;-1.59;0.094633797;-6.936666667;-5.44;-9.02;1.519261517;0.924723333;0.96601;0.85809;0.047564144;0.075276667;0.03399;0.14191;0.047564144;-0.55;-1.32
mp-23259;-0.65;-0.65;-0.65;0;-3.9;-3.9;-3.9;0;0.99745;0.99745;0.99745;0;0.00255;0.00255;0.00255;0;-3.32;-5.17
mp-567373;-5.091666667;-1.34;-12.65;5.211536615;-9.075;-2.68;-25.29;7.866599753;0.964473333;0.99724;0.94969;0.015909568;0.035526667;0.00276;0.05031;0.015909568;-28.05;-44.49
mp-11714;-5.985;-5.96;-6.01;0.025;-23.94;-23.83;-24.05;0.11;1;1;1;0;0;0;0;0;-62.95;-87.44
mp-2490;-4.51;-4.51;-4.51;0;-18.03;-18.03;-18.03;0;1;1;1;0;0;0;0;0;0;-0.4
mp-9268;-1.49;-0.39;-3.65;1.527437942;-1.89;-0.85;-3.65;1.251345942;0.87297;0.9375;0.77232;0.072109171;0.12703;0.0625;0.22768;0.072109171;-19.98;-25.49
mp-7931;-1.71;-0.57;-3.99;1.612203461;-2.283333333;-1.14;-3.99;1.229805766;0.84317;0.87719;0.77732;0.046571564;0.15683;0.12281;0.22268;0.046571564;-93.15;-98.8
mp-675011;-7.15;-7.15;-7.15;0;-25.03;-7.15;-42.91;17.88;0.998385;0.99853;0.99824;0.000145;0.001615;0.00147;0.00176;0.000145;-45.27;-59.53
mp-6984;-2.235;-0.45;-4.02;1.785;-6.2625;-0.45;-16.1;6.471898388;0.92469;0.99753;0.85185;0.07284;0.07531;0.00247;0.14815;0.07284;-14.04;-16.29
mp-570935;-0.92;-0.92;-0.92;0;-3.69;-3.69;-3.69;0;1;1;1;0;0;0;0;0;-5.27;-9.4
mp-760400;-2.2575;-0.56;-4.12;1.692045729;-7.965;-2.31;-22.65;8.504359176;0.969905;0.99824;0.91635;0.032407594;0.030095;0.00176;0.08365;0.032407594;-58.79;-63.41
mp-13984;-1.75;-0.82;-2.68;0.93;-6.1225;-0.82;-16.05;5.914407726;0.7583075;0.79278;0.7234;0.034147582;0.2416925;0.20722;0.2766;0.034147582;-34.3;-40.26
mp-6929;-8.005;-7.79;-8.22;0.215;-19.685;-8.22;-31.15;11.465;0.98426;0.99872;0.9698;0.01446;0.01574;0.00128;0.0302;0.01446;-119.77;-142.96
mp-7569;-6.28;-6.28;-6.28;0;-21.995;-6.28;-37.71;15.715;0.999735;1;0.99947;0.000265;0.000265;0;0.00053;0.000265;-38.33;-49.02
mp-7631;-5.96;-5.96;-5.96;0;-23.83;-23.82;-23.84;0.01;1;1;1;0;0;0;0;0;-93.2;-129.03
mp-998612;-1.98;-0.39;-3.6;1.565582959;-3.9225;-0.44;-10.48;3.962602522;0.9183925;0.95276;0.89686;0.021859039;0.0816075;0.04724;0.10314;0.021859039;-6.26;-10.98
mp-6586;-2.76;-0.53;-4.99;2.23;-9.6675;-0.53;-29.96;11.82282195;0.9515175;0.99406;0.90769;0.042552202;0.0484825;0.00594;0.09231;0.042552202;-32.48;-46.92
mp-3821;-1.342;-0.3;-2.87;1.247868583;-4.48;-0.3;-17.23;6.43222823;0.878812;0.95082;0.79073;0.072124593;0.121188;0.04918;0.20927;0.072124593;-32.99;-37.67
mp-20351;-3.89;-3.89;-3.89;0;-15.56;-15.56;-15.56;0;0.99936;0.99936;0.99936;0;0.00064;0.00064;0.00064;0;-0.38;-1.65
mp-547244;-1.198571429;-0.32;-3.17;1.244753889;-3.438571429;-0.65;-12.66;4.205219303;0.837038571;0.93061;0.75467;0.067330376;0.162961429;0.06939;0.24533;0.067330376;-65.15;-74.47
mp-6459;-13.16;-13.16;-13.16;0;-26.325;-13.16;-39.49;13.165;0.99166;0.99178;0.99154;0.00012;0.00834;0.00822;0.00846;0.00012;-55.61;-72.04
mp-1247;-1.3975;-0.33;-2.24;0.820651418;-6.065;-0.33;-12.87;4.544306878;0.870425;1;0.65833;0.127675809;0.129575;0;0.34167;0.127675809;-0.34;-0.2
mp-773137;-0.285714286;-0.11;-0.6;0.204580207;-1.215714286;-0.45;-2.41;0.809547619;0.895908571;0.96825;0.82192;0.053734791;0.104091429;0.03175;0.17808;0.053734791;-36.28;-36.92
mp-7067;-0.65;-0.47;-0.83;0.18;-2.72;-1.4;-3.34;0.793347339;0.84223;0.88127;0.80435;0.03788888;0.15777;0.11873;0.19565;0.03788888;-48.47;-50.52
mp-541044;-1.875;-0.42;-2.75;0.966346211;-9.195;-2.54;-16.5;4.966314026;0.8860725;0.98005;0.76956;0.095305838;0.1139275;0.01995;0.23044;0.095305838;-33.41;-40.57
mp-546794;-7.84;-7.84;-7.84;0;-23.52;-15.68;-31.36;7.84;1;1;1;0;0;0;0;0;-68.27;-113.12
mp-8799;-0.39;-0.21;-0.59;0.152502927;-1.642857143;-0.84;-2.34;0.58343109;0.88557;0.96414;0.75305;0.086681616;0.11443;0.03586;0.24695;0.086681616;-19.63;-21.35
mp-978846;-1.48;-1.48;-1.48;0;-6.65;-4.43;-8.87;2.22;0.85993;0.85993;0.85993;0;0.14007;0.14007;0.14007;0;-0.88;-2.87
mp-2534;-4.35;-4.35;-4.35;0;-17.4;-17.4;-17.4;0;1;1;1;0;0;0;0;0;-0.03;-0.22
mp-422;-5.05;-5.05;-5.05;0;-20.2;-20.2;-20.2;0;1;1;1;0;0;0;0;0;-0.91;-0.05
mp-22925;-0.95;-0.95;-0.95;0;-3.8;-3.8;-3.8;0;0.6976;0.6976;0.6976;0;0.3024;0.3024;0.3024;0;-1.32;-2.14
mp-4342;-4.805;-4.79;-4.82;0.015;-19.18;-9.63;-28.73;9.55;0.9835;0.98704;0.97996;0.00354;0.0165;0.01296;0.02004;0.00354;-23.75;-31.37
mp-4533;-8.21;-7.72;-8.7;0.49;-19.795;-8.7;-30.89;11.095;1;1;1;0;0;0;0;0;-85.12;-117.58
mp-35152;-0.624;-0.27;-1.52;0.479441342;-2.606;-0.73;-7.58;2.550110586;0.758016;0.8156;0.6034;0.079744047;0.241984;0.1844;0.3966;0.079744047;-18.76;-20.49
mp-961706;-1.33;-1.06;-1.57;0.209284495;-6.033333333;-5.45;-6.38;0.414916324;0.91505;1;0.75954;0.11011899;0.08495;0;0.24046;0.11011899;-6.27;-6.43
mp-27253;-2.455;-2.38;-2.53;0.075;-8.625;-7.14;-10.11;1.485;0.78327;0.78519;0.78135;0.00192;0.21673;0.21481;0.21865;0.00192;-59.14;-64.07
mp-927;-2.41;-1.26;-4.65;1.584108582;-6.12;-3.79;-9.3;2.328361369;0.792853333;0.92884;0.72317;0.096166994;0.207146667;0.07116;0.27683;0.096166994;-7.47;-8.28
mp-697030;-1.074;-0.31;-2.21;0.927568865;-3.894;-0.33;-13.23;4.729133536;0.908268;0.992;0.70115;0.106982712;0.091732;0.008;0.29885;0.106982712;-21.67;-23.75
mp-27882;-4.08;-4.08;-4.08;0;-14.28;-4.08;-24.48;10.2;0.983445;0.98345;0.98344;5.00E-06;0.016555;0.01655;0.01656;5.00E-06;-8.69;-11.9
mp-20463;-2.39;-0.71;-4.07;1.68;-8.37;-0.71;-24.41;9.368745914;0.88796;0.92177;0.85294;0.033522815;0.11204;0.07823;0.14706;0.033522815;-42.57;-54.38
mp-13900;-1.12;-0.37;-2.14;0.829722845;-2.866;-1.44;-4.27;1.258961477;0.790648;0.8379;0.74512;0.041335576;0.209352;0.1621;0.25488;0.041335576;-58.58;-59.96
mp-8409;-1.74;-0.49;-2.98;1.235050606;-8.1925;-2.92;-17.79;6.043262261;0.89327;0.98261;0.78032;0.077620816;0.10673;0.01739;0.21968;0.077620816;-16.78;-18.45
mp-634657;-6.09;-6.09;-6.09;0;-6.09;-6.09;-6.09;0;0.99674;0.99674;0.99674;0;0.00326;0.00326;0.00326;0;-7.39;-10.26
mp-571093;-2.143333333;-0.44;-3.47;1.265341412;-4.746666667;-1.32;-10.4;4.027417149;0.865323333;1;0.68421;0.133036597;0.134676667;0;0.31579;0.133036597;-13.25;-15.85
mp-7392;-0.655;-0.21;-1.34;0.489685273;-1.843333333;-0.42;-3.22;1.097598388;0.84104;1;0.56213;0.160087127;0.15896;0;0.43787;0.160087127;-13.83;-15.84
mp-370;-0.69;-0.69;-0.69;0;-4.15;-4.15;-4.15;0;0.82209;0.82209;0.82209;0;0.17791;0.17791;0.17791;0;-13.69;-14.13
mp-1249;-1.02;-1.02;-1.02;0;-4.59;-3.06;-6.12;1.53;0.980345;0.98113;0.97956;0.000785;0.019655;0.01887;0.02044;0.000785;-45.51;-52.04
mp-10748;-2.176666667;-0.54;-4.73;1.829249998;-6.136666667;-1.08;-18.91;5.855275874;0.825246667;0.98327;0.7264;0.112413759;0.174753333;0.01673;0.2736;0.112413759;-11.67;-15.37
mp-567744;-0.605;-0.57;-0.64;0.035;-2.965;-1.92;-4.01;1.045;0.911725;0.91266;0.91079;0.000935;0.088275;0.08734;0.08921;0.000935;-53.94;-64.26
mp-22862;-0.57;-0.57;-0.57;0;-3.4;-3.4;-3.4;0;0.98841;0.98841;0.98841;0;0.01159;0.01159;0.01159;0;-3.98;-5.43
