mp-ids,Icohp_mean_avg,Icohp_mean_max,Icohp_mean_min,Icohp_mean_std,Icohp_sum_avg,Icohp_sum_max,Icohp_sum_min,Icohp_sum_std,bonding_perc_avg,bonding_perc_max,bonding_perc_min,bonding_perc_std,antibonding_perc_avg,antibonding_perc_min,antibonding_perc_max,antibonding_perc_std,Madelung_Mull,Madelung_Loew
mp-7907,-3.189999999999999,-1.13,-4.57,1.6819869202820812,-10.26,-1.13,-18.29,7.008326476413609,0.942258,1.0,0.85197,0.07053921955905097,0.057742,0.0,0.14803,0.07053921955905097,-15.78,-9.3
mp-7908,-2.798,-1.06,-3.97,1.4191039426342242,-8.974,-1.06,-15.89,6.008252990678738,0.9548859999999999,0.99937,0.88787,0.053970784911839084,0.045114,0.00063,0.11213,0.053970784911839105,-7.11,-4.78
mp-7909,-2.7539999999999996,-0.94,-3.98,1.481156305053589,-8.870000000000001,-0.94,-15.93,6.121604364870373,0.9473559999999999,0.99874,0.87154,0.06090294134112077,0.052644,0.00126,0.12846,0.06090294134112079,-6.77,-4.48
mp-7910,-2.7539999999999996,-0.94,-3.98,1.481156305053589,-8.872,-0.94,-15.93,6.119939215384415,0.9028939999999999,0.99874,0.76404,0.11310518283438649,0.097106,0.00126,0.23596,0.11310518283438652,-4.44,-3.03
mp-7911,-0.965,-0.23,-2.26,0.916928750412666,-2.43,-0.46,-4.52,1.5541986145063098,0.806275,0.94012,0.62189,0.11360324830303047,0.193725,0.05988,0.37811,0.1136032483030305,-42.02,-42.38
mp-7914,-1.39,-0.49,-2.73,1.0941115116842526,-6.409999999999999,-1.51,-16.39,5.484833634669332,0.958868,0.99757,0.8379,0.06095548815324179,0.041131999999999995,0.00243,0.1621,0.06095548815324178,-28.68,-22.01
mp-7921,-1.8900000000000001,-1.05,-2.73,0.84,-6.62,-1.05,-16.41,5.960494945891658,0.8885875,0.983,0.79461,0.09365432381235797,0.1114125,0.017,0.20539,0.09365432381235797,-46.17,-38.43
mp-7922,-1.715,-0.73,-2.7,0.9850000000000001,-6.0024999999999995,-0.73,-16.22,6.037401655513736,0.830745,0.86993,0.79215,0.03856749765022355,0.16925500000000002,0.13007,0.20785,0.03856749765022357,-43.13,-36.82
mp-7928,-1.0000000000000002,-0.3,-2.31,0.9270023372857985,-3.305,-1.07,-9.23,2.8971465847163023,0.8256083333333333,0.97436,0.67658,0.11112043472687143,0.1743916666666667,0.02564,0.32342,0.1111204347268714,-8.75,-7.76
mp-7929,-1.015,-0.27,-2.36,0.9496095688930968,-3.5050000000000003,-1.12,-9.42,2.904357358636617,0.8360266666666667,0.94241,0.7126,0.08293753827764333,0.16397333333333333,0.05759,0.2874,0.08293753827764336,-9.29,-7.86
mp-7931,-1.6433333333333333,-0.5,-3.99,1.5694762042017572,-2.3433333333333333,-1.14,-3.99,1.104832817921135,0.862485,0.92308,0.77386,0.06298778102404733,0.13751500000000003,0.07692,0.22614,0.0629877810240473,-98.8,-93.15
mp-7936,-1.502,-0.55,-2.77,1.036964801717011,-6.928,-2.13,-16.61,5.266020888678661,0.9606000000000001,0.99767,0.92545,0.02996536267092388,0.0394,0.00233,0.07455,0.029965362670923906,-12.53,-6.08
mp-7937,-1.422,-0.5,-2.8,1.125138213731984,-6.558,-1.5,-16.79,5.628383071540173,0.9557399999999999,0.99669,0.89514,0.03723328242312243,0.04426,0.00331,0.10486,0.03723328242312246,-12.66,-6.17
mp-7938,-1.1966666666666665,-0.38,-2.69,1.0577439303641605,-5.646666666666666,-1.13,-16.15,5.1783738331213165,0.9135683333333334,0.94886,0.81905,0.049017683685471006,0.08643166666666668,0.05114,0.18095,0.04901768368547099,-11.02,-5.95
mp-7939,-1.3080000000000003,-0.44,-2.56,1.0224167447768058,-6.0280000000000005,-1.48,-15.39,5.14044122619839,0.956696,0.99664,0.88988,0.03859088213555113,0.043303999999999995,0.00336,0.11012,0.03859088213555114,-10.85,-4.9
mp-7940,-1.0983333333333334,-0.38,-2.48,0.9773504432335869,-5.161666666666666,-1.15,-14.87,4.775798071759548,0.9207616666666668,0.95276,0.83213,0.04582279215145618,0.07923833333333333,0.04724,0.16787,0.045822792151456196,-9.28,-4.65
mp-7955,-0.5075000000000001,-0.14,-0.75,0.2255410162254307,-2.7825,-0.14,-6.58,2.349110203885718,0.9453125,1.0,0.78125,0.09472152853892297,0.0546875,0.0,0.21875,0.09472152853892297,-25.04,-22.03
mp-7956,-0.48333333333333334,-0.41,-0.58,0.07133644853010897,-2.796666666666667,-1.64,-5.01,1.5655953784068504,0.9930933333333334,1.0,0.98324,0.007152460338155601,0.006906666666666668,0.0,0.01676,0.0071524603381555975,-23.31,-19.9
mp-7958,-0.8975,-0.25,-2.31,0.8343672752451404,-4.42375,-0.74,-13.86,4.048907067036732,0.8798825,0.91489,0.80139,0.03836574114688779,0.1201175,0.08511,0.19861,0.03836574114688781,-25.28,-17.53
mp-7972,-1.1483333333333332,-0.45,-2.29,0.8195205237752676,-5.734999999999999,-2.69,-13.74,3.884236304174434,0.8676566666666666,0.91596,0.79767,0.04195843525310364,0.13234333333333334,0.08404,0.20233,0.041958435253103624,-28.12,-17.7
mp-7979,-1.238,-0.28,-2.64,1.1450135370378816,-4.1240000000000006,-0.28,-15.82,5.900422357763892,0.8548459999999999,0.94872,0.78947,0.0603055913162287,0.145154,0.05128,0.21053,0.060305591316228715,-32.69,-27.98
mp-7988,-0.2733333333333333,-0.21,-0.4,0.08956685895029604,-2.223333333333333,-0.63,-4.81,1.8453786121612608,0.7348233333333334,0.84682,0.67742,0.07920191089165014,0.26517666666666667,0.15318,0.32258,0.07920191089165013,-16.21,-14.28
mp-8000,-7.335000000000001,-4.11,-10.56,3.225,-17.745,-4.11,-31.67,10.942852690226623,0.98355,0.99905,0.96804,0.015500001612903129,0.016450000000000003,0.00095,0.03196,0.015500001612903144,-83.37,-52.22
mp-8016,-2.84,-1.25,-4.43,1.5899999999999999,-8.5125,-2.49,-17.72,5.780308707153969,0.8523975,0.99387,0.71102,0.14119769126565065,0.14760250000000003,0.00613,0.28898,0.14119769126565065,-13.23,-5.64
mp-8017,-2.55,-1.24,-3.86,1.31,-7.6525,-2.47,-15.46,4.876599096706638,0.8589725,0.99743,0.72039,0.13845752821262558,0.14102750000000003,0.00257,0.27961,0.13845752821262555,-4.45,-1.67
mp-8039,-5.18,-5.18,-5.18,0.0,-20.715,-10.36,-31.07,10.355,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-30.96,-16.12
mp-804,-5.04,-5.04,-5.04,0.0,-20.15,-20.15,-20.15,0.0,0.9995,0.9995,0.9995,0.0,0.0005,0.0005,0.0005,0.0,-23.3,-15.14
mp-8041,-0.48666666666666664,-0.37,-0.72,0.1649915822768611,-2.9166666666666665,-1.47,-4.34,1.1717887560857072,0.8528433333333334,0.86339,0.8341,0.01328821616654732,0.14715666666666669,0.13661,0.1659,0.013288216166547288,-10.8,-10.53
mp-8042,-5.09,-3.1,-7.08,1.99,-16.595,-6.19,-28.33,10.04370076216929,0.9972075,1.0,0.99441,0.002792502238136976,0.0027925,0.0,0.00559,0.002792502238136973,-111.44,-79.05
mp-8058,-5.335,-2.53,-8.14,2.8050000000000006,-16.5,-5.06,-32.57,10.873373441577366,0.9965975,0.99939,0.99216,0.0028498892522341905,0.0034024999999999997,0.00061,0.00784,0.002849889252234199,-122.6,-89.82
mp-8062,-6.0,-6.0,-6.0,0.0,-23.99,-23.99,-23.99,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-20.98,-15.23
mp-8098,-3.4150000000000005,-0.5,-4.78,1.4857181204162968,-12.081666666666669,-2.98,-23.25,7.28062592699892,0.9479000000000001,0.97925,0.84222,0.04776065744941124,0.0521,0.02075,0.15778,0.04776065744941122,-64.15,-42.9
mp-8127,-13.58,-13.58,-13.58,0.0,-27.165,-13.58,-40.75,13.584999999999999,0.9962249999999999,0.99635,0.9961,0.00012499999999998623,0.0037749999999999997,0.00365,0.0039,0.0001249999999999999,-64.07,-49.94
mp-8145,-1.6375000000000002,-0.37,-2.7,1.0546652312463893,-7.824999999999999,-2.19,-16.22,5.2604491253124,0.8975025000000001,0.99572,0.7989,0.09317857972060961,0.1024975,0.00428,0.2011,0.0931785797206096,-32.24,-22.92
mp-8147,-1.22,-0.42,-3.94,1.190054020382508,-2.2214285714285715,-0.46,-5.69,1.850354626793999,0.8719814285714287,0.96,0.78471,0.06697946773421823,0.12801857142857143,0.04,0.21529,0.06697946773421826,-12.13,-9.54
mp-8161,-1.4,-0.57,-2.23,0.8300000000000001,-4.2175,-1.14,-8.92,2.986054043382336,0.83516,0.90764,0.76548,0.0694003202442179,0.16484,0.09236,0.23452,0.0694003202442179,-64.42,-55.38
mp-8175,-1.1199999999999999,-0.28,-2.61,1.0498571331376474,-5.423333333333333,-1.71,-15.54,4.979389743956806,0.8863016666666667,0.92787,0.80716,0.04007072223651024,0.11369833333333333,0.07213,0.19284,0.04007072223651024,-15.27,-12.3
mp-8176,-1.125,-0.27,-2.57,1.0184424382359565,-5.4750000000000005,-1.63,-15.26,4.830019841229088,0.8680316666666666,0.92873,0.81818,0.04327584908339628,0.13196833333333333,0.07127,0.18182,0.04327584908339627,-14.62,-11.47
mp-8177,-0.57,-0.57,-0.57,0.0,-3.4000000000000004,-2.27,-4.53,1.1300000000000001,0.6663,0.66642,0.66618,0.00012000000000000899,0.3337,0.33358,0.33382,0.00012000000000000899,-14.58,-13.84
mp-8180,-15.81,-15.81,-15.81,0.0,-31.615000000000002,-15.81,-47.42,15.805000000000001,0.9950950000000001,0.9952,0.99499,0.00010499999999996623,0.004905,0.0048,0.00501,0.00010500000000000006,-23.16,-21.4
mp-8187,-0.5399999999999999,-0.16,-1.18,0.4141773257227599,-2.1714285714285717,-0.32,-4.7,1.4129748614832727,0.8551328571428571,0.95545,0.734,0.08410926375245235,0.14486714285714286,0.04455,0.266,0.08410926375245234,-69.88,-70.14
mp-8188,-1.715,-0.47,-2.85,1.1142374073777992,-8.2025,-2.82,-17.12,5.534945234598081,0.9266725,0.99709,0.83894,0.06833093237143775,0.0733275,0.00291,0.16106,0.06833093237143775,-32.31,-23.08
mp-8192,-2.106666666666667,-0.62,-2.85,1.0512320813640006,-7.266666666666668,-1.85,-17.1,6.9651912313222875,0.8189700000000001,0.893,0.78173,0.05234743737758325,0.18103000000000002,0.107,0.21827,0.05234743737758325,-37.7,-33.27
mp-8200,-2.556,-1.04,-4.87,1.797382541363969,-6.446000000000001,-1.16,-13.93,4.702261583536161,0.8198399999999999,0.96205,0.69625,0.11377021437968726,0.18016000000000001,0.03795,0.30375,0.11377021437968728,-7.44,-6.09
mp-8207,-1.885714285714286,-0.42,-3.12,1.0893754061434489,-7.085714285714287,-0.42,-16.02,5.2186173788599195,0.79056,0.81662,0.71429,0.03339564556730628,0.20944000000000002,0.18338,0.28571,0.03339564556730628,-73.17,-63.97
mp-8208,-1.8957142857142857,-0.49,-3.11,1.072058862228018,-7.112857142857143,-0.49,-16.0,5.185343945847246,0.8670985714285715,1.0,0.80135,0.07735785553028791,0.13290142857142856,0.0,0.19865,0.07735785553028793,-77.92,-67.81
mp-8212,-1.852857142857143,-0.43,-3.01,1.0856033777939118,-6.922857142857142,-0.43,-15.81,5.120306113298066,0.7896057142857142,0.81642,0.72165,0.030470382742751954,0.21039428571428573,0.18358,0.27835,0.030470382742751947,-72.83,-63.84
mp-8217,-3.736666666666667,-0.65,-5.28,2.1826029312624766,-13.63,-3.91,-31.7,12.789654673472098,0.9333866666666667,0.96009,0.91969,0.01888420915885957,0.06661333333333334,0.03991,0.08031,0.018884209158859567,-44.33,-32.08
mp-8224,-2.625,-0.7,-4.55,1.925,-9.185,-0.7,-27.28,10.555307906451617,0.8636299999999999,0.90391,0.82308,0.040056845232743936,0.13637,0.09609,0.17692,0.04005684523274393,-62.7,-47.63
mp-8235,-2.39,-0.45,-4.33,1.9400000000000002,-6.715,-0.45,-17.31,6.973139536822706,0.96803,0.99885,0.9375,0.030530688659118062,0.031970000000000005,0.00115,0.0625,0.03053068865911806,-17.58,-15.97
mp-8248,-3.946,-0.66,-6.17,2.683077337685219,-6.662000000000001,-1.32,-18.39,6.247666444361446,0.897248,0.92005,0.86592,0.025601957268927705,0.102752,0.07995,0.13408,0.025601957268927705,-81.69,-75.93
mp-8255,-1.835,-0.72,-2.95,1.1150000000000002,-6.425,-0.72,-17.68,6.625769766600707,0.8275475,0.87053,0.7859,0.04140815884279326,0.1724525,0.12947,0.2141,0.041408158842793294,-50.14,-43.39
mp-8256,-1.975,-1.02,-2.93,0.9550000000000001,-6.925,-1.02,-17.6,6.430110807754405,0.745635,0.79051,0.70079,0.04455108107554743,0.254365,0.20949,0.29921,0.04455108107554742,-47.4,-40.72
mp-8257,-0.6679999999999999,-0.12,-1.18,0.43310045024220417,-2.4759999999999995,-0.12,-4.72,1.4577873644671226,0.837242,1.0,0.57047,0.15866544909336752,0.162758,0.0,0.42953,0.15866544909336752,-53.15,-47.7
mp-8262,-5.4,-5.39,-5.41,0.010000000000000231,-10.8,-10.77,-10.83,0.03000000000000025,0.8903399999999999,0.89211,0.88857,0.0017699999999999938,0.10966000000000001,0.10789,0.11143,0.0017700000000000007,-13.3,-9.55
mp-8267,-6.12,-4.82,-7.42,1.0614455552060436,-13.853333333333332,-7.42,-24.49,7.576157044013511,0.9726733333333333,1.0,0.92287,0.03527189280747806,0.027326666666666666,0.0,0.07713,0.03527189280747806,-15.46,-15.41
mp-827,-18.25,-18.25,-18.25,0.0,-27.375,-18.25,-36.5,9.125,0.99741,0.99755,0.99727,0.000140000000000029,0.00259,0.00245,0.00273,0.00013999999999999993,-10.92,-13.05
mp-8276,-0.608,-0.16,-0.98,0.32288697712976905,-2.598,-0.95,-3.93,1.2458314492739377,0.800704,0.82667,0.74359,0.030413110067863843,0.199296,0.17333,0.25641,0.03041311006786383,-52.9,-53.06
mp-8277,-0.66,-0.44,-0.88,0.22,-2.7675,-1.33,-3.54,0.9043609622269196,0.80955,0.82212,0.79698,0.01256999999999997,0.19045,0.17788,0.20302,0.012569999999999998,-49.12,-48.74
mp-8278,-0.5359999999999999,-0.32,-0.78,0.20135540717845155,-2.348,-1.2,-3.12,0.7366518852212354,0.831198,0.96429,0.74112,0.10867272765510212,0.168802,0.03571,0.25888,0.10867272765510215,-57.06,-55.95
mp-8279,-0.5579999999999999,-0.27,-0.85,0.24383601046605072,-2.4140000000000006,-1.22,-3.39,0.8883828003738029,0.75505,0.79514,0.72694,0.0327684055150689,0.24495000000000006,0.20486,0.27306,0.03276840551506894,-45.56,-46.72
mp-8280,-0.5199999999999999,-0.26,-0.75,0.19667231630303236,-2.27,-1.25,-3.01,0.7325571650048888,0.8264760000000001,0.96296,0.73476,0.11143943011340289,0.17352399999999998,0.03704,0.26524,0.11143943011340285,-56.73,-54.77
mp-8289,-3.203333333333333,-1.86,-4.55,1.098190430764274,-14.953333333333333,-6.41,-27.32,8.954344693437308,0.8741433333333332,0.91575,0.81064,0.04561889983572838,0.12585666666666667,0.08425,0.18936,0.04561889983572842,-50.57,-34.96
mp-8291,-2.0525,-0.39,-3.71,1.6575037707347757,-7.18,-0.4,-22.24,8.774237858640486,0.8641675,0.93328,0.79412,0.06860120092789919,0.1358325,0.06672,0.20588,0.06860120092789922,-45.95,-37.68
mp-8298,-0.3725,-0.21,-0.49,0.08227241335952167,-1.98125,-0.28,-3.55,1.0365379575780136,0.7868137500000001,0.92149,0.66556,0.0975845310407213,0.21318625,0.07851,0.33444,0.0975845310407213,-80.51,-80.94
mp-8299,-0.37,-0.19,-0.49,0.08544003745317531,-1.9425000000000001,-0.29,-3.6,1.021380805576451,0.78811125,0.91837,0.67254,0.09317027965471338,0.21188875000000001,0.08163,0.32746,0.09317027965471339,-80.18,-79.84
mp-830,-5.05,-5.05,-5.05,0.0,-20.22,-20.22,-20.22,0.0,0.99901,0.99901,0.99901,0.0,0.00099,0.00099,0.00099,0.0,-10.88,-7.11
mp-8300,-0.35125,-0.22,-0.65,0.11910473332323951,-2.0475,-0.22,-5.23,1.4727164526819139,0.73736125,0.84082,0.59934,0.07997182135563438,0.26263875000000003,0.15918,0.40066,0.07997182135563438,-75.61,-77.66
mp-8311,-3.524,-1.93,-4.66,1.3021766393235599,-12.026,-1.93,-18.62,6.387395713434389,0.8776619999999999,0.96416,0.74935,0.10463344253153484,0.12233799999999999,0.03584,0.25065,0.10463344253153481,-4.67,-2.26
mp-8335,-1.77,-0.51,-3.87,1.5959323293924463,-5.612500000000001,-0.51,-23.03,6.9359259475574,0.8414225,0.9431,0.71429,0.08652033572374765,0.15857749999999998,0.0569,0.28571,0.08652033572374764,-60.02,-56.3
mp-8361,-1.85,-0.91,-2.79,0.9400000000000001,-3.68,-2.79,-4.57,0.8900000000000001,0.8044,0.84509,0.76371,0.040690000000000004,0.1956,0.15491,0.23629,0.040690000000000004,-15.55,-12.19
mp-8377,-4.55,-4.55,-4.55,0.0,-12.13,-9.1,-18.19,4.285067093990478,0.92141,0.93162,0.91057,0.008605165115595793,0.07859,0.06838,0.08943,0.008605165115595788,-126.62,-109.77
mp-8399,-0.508,-0.21,-0.72,0.2437539743265738,-2.644,-0.84,-4.32,1.384624136724476,0.7888379999999999,0.94409,0.69943,0.0897904421194149,0.21116200000000002,0.05591,0.30057,0.0897904421194149,-24.97,-23.85
mp-8402,-0.43714285714285717,-0.11,-0.89,0.31111386458127177,-2.3242857142857143,-0.84,-5.36,1.552949793529878,0.8907057142857144,0.95556,0.8284,0.04793233530036835,0.1092942857142857,0.04444,0.1716,0.04793233530036836,-31.25,-28.77
mp-8405,-0.5662499999999999,-0.18,-1.38,0.4839147006446487,-2.7175000000000002,-0.6,-8.27,2.3537085099901387,0.9472174999999999,0.99759,0.79532,0.06953240876562523,0.052782499999999996,0.00241,0.20468,0.06953240876562526,-17.31,-13.39
mp-8407,-0.6233333333333334,-0.22,-1.58,0.5203631210777506,-3.0011111111111113,-0.44,-9.47,2.5672312991255537,0.9163222222222223,0.99581,0.78667,0.08856153400982189,0.08367777777777778,0.00419,0.21333,0.08856153400982189,-19.37,-16.36
mp-8409,-1.7400000000000002,-0.49,-2.98,1.2350506062506104,-8.192499999999999,-2.92,-17.79,6.043262260567548,0.906245,0.98902,0.77936,0.08807816713011231,0.09375499999999999,0.01098,0.22064,0.08807816713011234,-18.45,-16.78
mp-841,-2.1075,-0.72,-6.25,2.3916769744261033,-4.835,-4.33,-6.25,0.8173279635495165,0.9397625,1.0,0.76131,0.1030337300050328,0.060237500000000006,0.0,0.23869,0.10303373000503283,-20.93,-20.29
mp-8411,-0.7066666666666667,-0.22,-1.48,0.5508377458219637,-1.9516666666666669,-0.44,-3.22,1.1614418720806576,0.8308,0.98171,0.57143,0.1467068931577518,0.16920000000000002,0.01829,0.42857,0.1467068931577518,-16.62,-15.6
mp-8426,-0.41,-0.37,-0.43,0.0282842712474619,-2.4499999999999997,-1.7,-3.4,0.7082843120291925,0.9117233333333333,0.94271,0.8522,0.04210123540019016,0.08827666666666667,0.05729,0.1478,0.04210123540019012,-10.31,-9.43
mp-8430,-0.39125,-0.1,-0.78,0.23939702901247545,-1.6549999999999998,-0.42,-3.11,0.9421915941038744,0.9047512499999999,0.99681,0.81022,0.0802760419486256,0.09524875000000001,0.00319,0.18978,0.08027604194862561,-21.71,-20.21
mp-8446,-0.8166666666666665,-0.3,-1.8,0.6957170561530185,-2.3433333333333333,-0.66,-3.61,1.1115104837812173,0.83469,0.98361,0.67033,0.11240878539212731,0.16530999999999998,0.01639,0.32967,0.11240878539212731,-19.4,-20.88
mp-8452,-0.55,-0.11,-0.86,0.2835489375751565,-2.382,-0.43,-3.43,1.0970214218510048,0.932374,1.0,0.66187,0.135252,0.06762599999999999,0.0,0.33813,0.13525199999999998,-19.4,-17.6
mp-8454,-0.49333333333333335,-0.3,-0.88,0.2734146220587984,-3.3333333333333335,-2.36,-5.28,1.3765012007098127,0.9293300000000001,0.96484,0.85831,0.050218723599868606,0.07067,0.03516,0.14169,0.05021872359986861,-6.06,-6.06
mp-8455,-0.6266666666666666,-0.18,-1.52,0.6316820578599824,-3.983333333333334,-1.41,-9.13,3.6392429005067646,0.8032766666666666,0.86785,0.77099,0.045660241883819355,0.19672333333333333,0.13215,0.22901,0.04566024188381933,-6.12,-6.08
mp-8459,-11.063333333333334,-10.39,-11.74,0.5511402322055208,-22.126666666666665,-10.39,-44.25,15.653264480257429,0.9881966666666667,0.99865,0.97184,0.011714123479325659,0.011803333333333334,0.00135,0.02816,0.011714123479325668,-181.09,-160.99
mp-856,-2.9933333333333336,-0.44,-4.27,1.8054793146296513,-13.113333333333335,-0.89,-25.63,10.10219228132631,0.8937833333333334,0.98561,0.71014,0.12985544638387547,0.10621666666666668,0.01439,0.28986,0.12985544638387547,-61.65,-45.09
mp-8579,-0.44571428571428573,-0.15,-0.8,0.25483087628896955,-1.9442857142857142,-0.46,-3.18,1.029921732710891,0.7316828571428571,0.76866,0.68706,0.03170169248040945,0.26831714285714287,0.23134,0.31294,0.03170169248040945,-22.39,-21.08
mp-8615,-6.817499999999999,-3.54,-10.1,3.272509549260323,-21.475,-7.08,-40.38,13.618592988998534,0.99956,1.0,0.99859,0.0005779705874869521,0.00044,0.0,0.00141,0.0005779705874869412,-84.21,-46.28
mp-861937,-0.292,-0.14,-0.48,0.13287588193498473,-1.738,-0.54,-2.86,0.9333895221181776,0.716202,0.79493,0.64398,0.06737201359615134,0.283798,0.20507,0.35602,0.06737201359615133,-29.5,-29.1
mp-861979,-1.7633333333333334,-0.33,-2.48,1.013519719700718,-8.696666666666667,-1.31,-14.87,5.60193617322519,0.8348566666666667,0.85591,0.79295,0.0296326006658582,0.16514333333333334,0.14409,0.20705,0.029632600665858246,-7.26,-4.45
mp-8621,-0.8966666666666668,-0.3,-2.06,0.8226515395691882,-2.9966666666666666,-0.97,-8.25,2.5741255257314517,0.8268666666666666,0.96923,0.63258,0.11633863010864255,0.17313333333333333,0.03077,0.36742,0.11633863010864258,-7.53,-6.57
mp-8622,-0.9016666666666667,-0.26,-2.07,0.8274341195661573,-3.1016666666666666,-1.02,-8.27,2.5114100731572204,0.8369816666666666,0.96067,0.68443,0.09828738837658112,0.16301833333333335,0.03933,0.31557,0.09828738837658109,-6.76,-6.65
mp-8623,-0.81,-0.26,-1.83,0.7216185511288726,-2.691666666666667,-0.52,-7.32,2.2873231564914964,0.8437333333333332,0.97884,0.70638,0.10133413864811582,0.15626666666666666,0.02116,0.29362,0.10133413864811577,-6.0,-4.58
mp-862631,-0.276,-0.11,-0.39,0.13558761005342637,-1.656,-0.45,-3.09,0.9468600741397853,0.706074,0.76325,0.64918,0.050557747813762426,0.293926,0.23675,0.35082,0.05055774781376244,-27.81,-27.65
mp-862868,-1.56,-1.56,-1.56,0.0,-7.0,-4.67,-9.33,2.33,0.8845350000000001,0.88458,0.88449,4.500000000001725e-05,0.115465,0.11542,0.11551,4.500000000000337e-05,-7.41,-3.51
mp-862871,-1.6,-1.6,-1.6,0.0,-7.195,-4.8,-9.59,2.395,0.8758349999999999,0.87618,0.87549,0.0003449999999999842,0.124165,0.12382,0.12451,0.0003449999999999981,-10.73,-5.87
mp-862947,-0.278,-0.11,-0.41,0.1389100428334827,-1.654,-0.43,-3.24,0.9861358932723219,0.7006880000000001,0.74322,0.65693,0.038069214544038076,0.299312,0.25678,0.34307,0.03806921454403806,-27.47,-27.28
mp-8630,-1.8566666666666665,-1.03,-2.52,0.619157133170212,-5.913333333333333,-4.12,-7.56,1.4081982183706319,0.9164283333333333,0.98807,0.78958,0.08970090326870862,0.08357166666666667,0.01193,0.21042,0.08970090326870864,-3.77,-2.65
mp-864954,-1.874,-0.69,-3.44,1.2730216023304552,-8.64,-2.72,-20.62,6.503869617389329,0.9494360000000001,1.0,0.8705,0.048149941889892224,0.050564,0.0,0.1295,0.048149941889892245,-72.26,-60.37
mp-865185,-0.7949999999999999,-0.54,-1.05,0.255,-3.325,-1.63,-4.2,1.0496785222152545,0.99505,0.99763,0.99096,0.0027922123844722406,0.00495,0.00237,0.00904,0.0027922123844722124,-77.0,-69.0
mp-865427,-12.88,-12.88,-12.88,0.0,-25.755000000000003,-12.88,-38.63,12.875000000000002,0.992985,0.99311,0.99286,0.00012500000000004174,0.007015,0.00689,0.00714,0.00012499999999999968,-41.19,-34.06
mp-865500,-5.236666666666667,-4.94,-5.68,0.3194091767971329,-15.563333333333334,-9.89,-25.45,7.0162921515253025,0.9770033333333333,1.0,0.93492,0.029800192765968646,0.022996666666666665,0.0,0.06508,0.029800192765968625,-68.15,-48.9
mp-8658,-0.34857142857142864,-0.21,-0.53,0.13537551703408154,-1.717142857142857,-0.83,-3.54,0.896018403601085,0.9030585714285714,0.96507,0.86087,0.04284478679025069,0.09694142857142858,0.03493,0.13913,0.0428447867902507,-20.94,-18.97
mp-866132,-0.48999999999999994,-0.31,-0.74,0.18239152027072603,-2.9316666666666666,-1.26,-4.41,1.2322529051384794,0.9519483333333333,0.98675,0.90909,0.03222141235093351,0.048051666666666666,0.01325,0.09091,0.03222141235093349,-7.19,-5.54
mp-866141,-1.0285714285714287,-0.32,-1.36,0.3268651347674307,-6.161428571428573,-1.89,-10.84,2.721787377921399,0.919782857142857,0.9828,0.82847,0.05032646413008502,0.08021714285714286,0.0172,0.17153,0.05032646413008502,-4.97,-3.53
mp-866291,-0.91,-0.91,-0.91,0.0,-3.66,-3.66,-3.66,0.0,0.68047,0.68047,0.68047,0.0,0.31953,0.31953,0.31953,0.0,-3.13,-2.15
mp-867168,-0.266,-0.13,-0.45,0.15094369811290564,-1.5919999999999999,-0.51,-3.63,1.1010249770100586,0.7688820000000001,0.89339,0.67361,0.10246258036961589,0.23111800000000002,0.10661,0.32639,0.10246258036961592,-28.02,-27.48
mp-867169,-0.36000000000000004,-0.14,-0.47,0.15556349186104043,-2.1566666666666667,-0.85,-3.75,1.2011475994046508,0.7844733333333332,0.82671,0.7,0.059731666829431616,0.21552666666666664,0.17329,0.3,0.059731666829431616,-23.8,-28.61
mp-867193,-0.258,-0.12,-0.45,0.15714961024450555,-1.556,-0.48,-3.63,1.1249639994239815,0.755134,0.85944,0.67669,0.0856171110467995,0.24486600000000003,0.14056,0.32331,0.08561711104679952,-27.41,-27.0
mp-867194,-0.625,-0.46,-0.79,0.165,-2.6149999999999998,-1.39,-3.15,0.724068366937819,0.90604,0.96736,0.84367,0.061324494698285104,0.09396,0.03264,0.15633,0.06132449469828512,-60.2,-56.86
mp-867203,-0.4354545454545455,-0.12,-0.88,0.2566697076847504,-1.6181818181818182,-0.24,-3.17,1.0266345564010078,0.7878672727272726,0.84971,0.75,0.037319221976424156,0.21213272727272728,0.15029,0.25,0.037319221976424156,-99.14,-98.38
mp-867219,-2.815,-0.69,-5.88,2.183122763382765,-3.7874999999999996,-0.69,-7.77,3.110420992406012,0.9285399999999999,1.0,0.84746,0.060843847675833264,0.07146,0.0,0.15254,0.06084384767583326,-66.8,-65.87
mp-867261,-12.855,-12.83,-12.88,0.025000000000000355,-25.735,-12.83,-38.64,12.905000000000001,0.9922150000000001,0.99233,0.9921,0.00011500000000003174,0.007785,0.00767,0.0079,0.00011500000000000052,-40.49,-33.8
mp-867300,-3.7875,-0.55,-5.25,1.8844146969284654,-11.41,-2.2,-23.71,7.773265079746092,0.9471175000000001,0.99832,0.86301,0.055768022367213246,0.0528825,0.00168,0.13699,0.055768022367213274,-66.89,-50.26
mp-867335,-0.7583333333333333,-0.28,-1.68,0.6517774841837426,-1.968333333333333,-0.55,-3.37,1.1413941280537392,0.85312,0.984,0.68056,0.10614648918672093,0.14688,0.016,0.31944,0.10614648918672094,-14.77,-14.2
